A TOTALLY UNWANTED HEADER
19.69968863;2.141309588
26.20293266;2.040938256
31.47681285;2.337248405
31.95306723;2.337248405
36.16870024;2.952546959
37.04591441;3.151734432
42.58485686;8.223973781
47.23302547;3.230704104
47.60895941;4.428820438
48.10105057;4.428820438
48.11073752;3.139598535
50.73258702;9.639640616
51.50855627;6.758722871
52.06405174;5.598369325
52.28382543;10.27197281
53.60465607;4.692542423
53.96417585;3.778236643
55.53582371;4.365945085
56.83879168;6.865731836
58.96758537;4.629754122
61.14065732;4.054165469
61.58206258;4.759005421
63.24049421;5.584235804
64.50398179;8.107982731
64.58366917;6.912823679
64.75882979;7.776535216
65.56747515;12.39784334
66.42851869;5.821198278
66.79968;8.608598148
66.84412205;10.32539376
70.68041951;8.871405189
71.46273946;9.586122021
71.59775526;10.3249585
74.12240987;6.326548832
74.72687611;10.16373595
75.66802959;10.28690576
75.75324165;12.47020959
76.21081431;5.747742979
76.92237752;7.894092243
77.49719577;8.781652861
79.01478842;7.972752341
79.26500483;7.53602525
79.77998655;5.404774058
82.85586601;10.35737475
83.18652246;11.04453829
83.87447161;9.899635019
85.25565373;9.841823195
86.35971149;12.33780591
86.58051454;9.5011447
88.70029185;14.14848114
89.0996925;15.98679406
89.51651924;9.738858991
89.53125723;10.98537993
93.26961595;8.174402204
97.76955541;11.92370219
98.6440505;6.830793566
102.6281925;7.87113468
103.5706155;9.181325693
106.2282941;21.23434495
107.982413;14.84713231
111.4586477;11.6260838
119.0614357;14.88361707
